filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
sophoclesplaysa05campgoog_0146.png,194479.0,"{}",16.0,5.0,"{""name"":""rect"",""x"":2624,""y"":1643,""width"":138,""height"":73}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0146.png,194479.0,"{}",16.0,6.0,"{""name"":""rect"",""x"":2185,""y"":1268,""width"":216,""height"":97}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0146.png,194479.0,"{}",16.0,7.0,"{""name"":""rect"",""x"":1984,""y"":1297,""width"":139,""height"":45}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0146.png,194479.0,"{}",16.0,8.0,"{""name"":""rect"",""x"":2634,""y"":1190,""width"":143,""height"":73}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0146.png,194479.0,"{}",16.0,9.0,"{""name"":""rect"",""x"":1651,""y"":1067,""width"":326,""height"":298}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0146.png,194479.0,"{}",16.0,10.0,"{""name"":""rect"",""x"":107,""y"":961,""width"":2048,""height"":758}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0146.png,194479.0,"{}",16.0,11.0,"{""name"":""rect"",""x"":368,""y"":720,""width"":112,""height"":65}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0146.png,194479.0,"{}",16.0,12.0,"{""name"":""rect"",""x"":2637,""y"":638,""width"":140,""height"":73}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0146.png,194479.0,"{}",16.0,13.0,"{""name"":""rect"",""x"":368,""y"":513,""width"":1933,""height"":403}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0146.png,194479.0,"{}",16.0,14.0,"{""name"":""rect"",""x"":1265,""y"":349,""width"":617,""height"":69}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0146.png,194479.0,"{}",16.0,15.0,"{""name"":""rect"",""x"":366,""y"":349,""width"":84,""height"":65}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0112.png,205699.0,"{}",14.0,0.0,"{""name"":""rect"",""x"":358,""y"":2755,""width"":2416,""height"":1760}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0112.png,205699.0,"{}",14.0,1.0,"{""name"":""rect"",""x"":357,""y"":2652,""width"":2421,""height"":12}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0112.png,205699.0,"{}",14.0,2.0,"{""name"":""rect"",""x"":357,""y"":2037,""width"":2415,""height"":518}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0112.png,205699.0,"{}",14.0,3.0,"{""name"":""rect"",""x"":361,""y"":1758,""width"":123,""height"":65}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0112.png,205699.0,"{}",14.0,4.0,"{""name"":""rect"",""x"":2628,""y"":1672,""width"":140,""height"":50}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0112.png,205699.0,"{}",14.0,5.0,"{""name"":""rect"",""x"":361,""y"":1456,""width"":125,""height"":64}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0112.png,205699.0,"{}",14.0,6.0,"{""name"":""rect"",""x"":359,""y"":1255,""width"":94,""height"":64}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0112.png,205699.0,"{}",14.0,7.0,"{""name"":""rect"",""x"":2630,""y"":1165,""width"":132,""height"":73}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0112.png,205699.0,"{}",14.0,8.0,"{""name"":""rect"",""x"":358,""y"":1054,""width"":126,""height"":64}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0112.png,205699.0,"{}",14.0,9.0,"{""name"":""rect"",""x"":2631,""y"":666,""width"":138,""height"":53}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0112.png,205699.0,"{}",14.0,10.0,"{""name"":""rect"",""x"":355,""y"":550,""width"":128,""height"":366}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0112.png,205699.0,"{}",14.0,11.0,"{""name"":""rect"",""x"":554,""y"":538,""width"":1789,""height"":1447}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0112.png,205699.0,"{}",14.0,12.0,"{""name"":""rect"",""x"":357,""y"":383,""width"":81,""height"":63}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0112.png,205699.0,"{}",14.0,13.0,"{""name"":""rect"",""x"":1262,""y"":378,""width"":611,""height"":68}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,0.0,"{""name"":""rect"",""x"":2448,""y"":4932,""width"":353,""height"":38}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,1.0,"{""name"":""rect"",""x"":2578,""y"":4254,""width"":108,""height"":54}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,2.0,"{""name"":""rect"",""x"":301,""y"":4239,""width"":260,""height"":59}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,3.0,"{""name"":""rect"",""x"":2583,""y"":4100,""width"":111,""height"":57}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,4.0,"{""name"":""rect"",""x"":297,""y"":4090,""width"":338,""height"":56}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,5.0,"{""name"":""rect"",""x"":2627,""y"":3958,""width"":71,""height"":40}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,6.0,"{""name"":""rect"",""x"":297,""y"":3947,""width"":182,""height"":57}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,7.0,"{""name"":""rect"",""x"":2660,""y"":3808,""width"":33,""height"":57}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,8.0,"{""name"":""rect"",""x"":1230,""y"":3709,""width"":129,""height"":43}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,9.0,"{""name"":""rect"",""x"":1084,""y"":3709,""width"":82,""height"":46}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,10.0,"{""name"":""rect"",""x"":296,""y"":3698,""width"":544,""height"":158}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,11.0,"{""name"":""rect"",""x"":651,""y"":3698,""width"":373,""height"":57}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,12.0,"{""name"":""rect"",""x"":2119,""y"":3694,""width"":337,""height"":60}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,13.0,"{""name"":""rect"",""x"":1712,""y"":3693,""width"":341,""height"":59}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,14.0,"{""name"":""rect"",""x"":1424,""y"":3693,""width"":171,""height"":59}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,15.0,"{""name"":""rect"",""x"":303,""y"":3549,""width"":695,""height"":59}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,16.0,"{""name"":""rect"",""x"":2645,""y"":3546,""width"":59,""height"":57}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,17.0,"{""name"":""rect"",""x"":782,""y"":3223,""width"":30,""height"":39}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,18.0,"{""name"":""rect"",""x"":458,""y"":3205,""width"":544,""height"":274}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,19.0,"{""name"":""rect"",""x"":1911,""y"":3200,""width"":591,""height"":176}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,20.0,"{""name"":""rect"",""x"":303,""y"":3089,""width"":1609,""height"":291}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,21.0,"{""name"":""rect"",""x"":2646,""y"":3085,""width"":59,""height"":59}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,22.0,"{""name"":""rect"",""x"":461,""y"":2841,""width"":245,""height"":159}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,23.0,"{""name"":""rect"",""x"":2134,""y"":2840,""width"":131,""height"":77}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,24.0,"{""name"":""rect"",""x"":2371,""y"":2839,""width"":134,""height"":60}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,25.0,"{""name"":""rect"",""x"":819,""y"":2840,""width"":1187,""height"":78}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,26.0,"{""name"":""rect"",""x"":1932,""y"":2647,""width"":73,""height"":40}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,27.0,"{""name"":""rect"",""x"":1771,""y"":2530,""width"":734,""height"":176}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,28.0,"{""name"":""rect"",""x"":2419,""y"":1849,""width"":102,""height"":138}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,29.0,"{""name"":""rect"",""x"":461,""y"":1124,""width"":2255,""height"":1664}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,30.0,"{""name"":""rect"",""x"":313,""y"":1109,""width"":487,""height"":60}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0012.png,91157.0,"{}",32.0,31.0,"{""name"":""rect"",""x"":1212,""y"":829,""width"":566,""height"":67}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0177.png,218424.0,"{}",7.0,0.0,"{""name"":""rect"",""x"":1488,""y"":2457,""width"":1167,""height"":2079}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0177.png,218424.0,"{}",7.0,1.0,"{""name"":""rect"",""x"":228,""y"":2461,""width"":1166,""height"":2081}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0177.png,218424.0,"{}",7.0,2.0,"{""name"":""rect"",""x"":242,""y"":2355,""width"":2406,""height"":17}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0177.png,218424.0,"{}",7.0,3.0,"{""name"":""rect"",""x"":235,""y"":1760,""width"":2419,""height"":510}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0177.png,218424.0,"{}",7.0,4.0,"{""name"":""rect"",""x"":242,""y"":558,""width"":2429,""height"":1130}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0177.png,218424.0,"{}",7.0,5.0,"{""name"":""rect"",""x"":2571,""y"":415,""width"":77,""height"":64}","{""text"":""undefined""}"
sophoclesplaysa05campgoog_0177.png,218424.0,"{}",7.0,6.0,"{""name"":""rect"",""x"":1359,""y"":399,""width"":196,""height"":67}","{""text"":""undefined""}"
